Major Code,Major Minor Desc,Cip Code,Major Minor Intrnl,Major Minor Both,Begin Dte,End Dte,Perkins Prog,Degr Code,Requires English,Teach Eligible,Institut Division Code,Goid,Gainful Employment,Med Dent Int Res,Part Of Teacher Prep Program,Idd Support Program,Ministry Related,Approwversion,User Name,Job Name,Job Time
MKTG,Marketing,529999,N,M,2010-08-31 19:00:00.000,,N,,Y,N,,152128,N,N,N,N,N,7472787477,LESTES,w_def_major_minor,2012-10-24 05:46:49.380,dbfs:/mnt/adl/source-data/Snapshot/J1/MAJOR_MINOR_DEF/MAJOR_MINOR_DEF_202510230807.json.gz,2025-10-22 19:00:00.000
MSCMN,Mass Communications Minor,,Y,N,,,N,,Y,N,SH,152129,N,N,N,N,N,7472787478,LESTES,w_def_major_minor,2012-10-24 05:49:02.516,dbfs:/mnt/adl/source-data/Snapshot/J1/MAJOR_MINOR_DEF/MAJOR_MINOR_DEF_202510230807.json.gz,2025-10-22 19:00:00.000
MUS,Music,,Y,M,,2010-10-14 19:00:00.000,N,,Y,N,,152130,N,N,N,N,N,7472787479,lklander,w_def_major_minor,2017-05-04 03:10:38.056,dbfs:/mnt/adl/source-data/Snapshot/J1/MAJOR_MINOR_DEF/MAJOR_MINOR_DEF_202510230807.json.gz,2025-10-22 19:00:00.000
MUSEL,Elementary Edu. Music,,N,M,,2010-10-14 19:00:00.000,N,,Y,N,,152131,N,N,N,N,N,7472787480,LESTES,w_def_major_minor,2012-10-24 05:46:49.380,dbfs:/mnt/adl/source-data/Snapshot/J1/MAJOR_MINOR_DEF/MAJOR_MINOR_DEF_202510230807.json.gz,2025-10-22 19:00:00.000
MUSMN,Music Minor,,N,N,,2010-10-14 19:00:00.000,N,,Y,N,,152132,N,N,N,N,N,7472787481,LESTES,w_def_major_minor,2012-10-24 05:46:49.380,dbfs:/mnt/adl/source-data/Snapshot/J1/MAJOR_MINOR_DEF/MAJOR_MINOR_DEF_202510230807.json.gz,2025-10-22 19:00:00.000
NBMAN,Non-Business Major Management Minor,520201,Y,N,,,N,,Y,N,,152133,N,N,N,N,N,7472787482,tculberson,w_def_major_minor,2013-04-11 10:51:33.873,dbfs:/mnt/adl/source-data/Snapshot/J1/MAJOR_MINOR_DEF/MAJOR_MINOR_DEF_202510230807.json.gz,2025-10-22 19:00:00.000
NHA,Nursing Home Administration,,Y,M,,,N,,Y,N,,152134,N,N,N,N,N,7472787483,GMITCHELL,w_def_major_minor,2017-02-28 08:53:12.610,dbfs:/mnt/adl/source-data/Snapshot/J1/MAJOR_MINOR_DEF/MAJOR_MINOR_DEF_202510230807.json.gz,2025-10-22 19:00:00.000
NOMAJ,NONE DECLARED,990000,Y,M,,,N,,Y,N,,152135,N,N,N,N,N,7472787484,LLANDER,w_def_major_minor,2015-09-09 05:40:16.616,dbfs:/mnt/adl/source-data/Snapshot/J1/MAJOR_MINOR_DEF/MAJOR_MINOR_DEF_202510230807.json.gz,2025-10-22 19:00:00.000
OFADM,Office Administration,,Y,M,,2010-10-14 19:00:00.000,N,,Y,N,,152136,N,N,N,N,N,7472787485,DTENNISON,w_def_major_minor,2013-10-11 05:11:23.283,dbfs:/mnt/adl/source-data/Snapshot/J1/MAJOR_MINOR_DEF/MAJOR_MINOR_DEF_202510230807.json.gz,2025-10-22 19:00:00.000
ORGMT,Organizational Management,,N,M,,2010-09-11 19:00:00.000,N,,Y,N,,152137,N,N,N,N,N,7472787486,LESTES,w_def_major_minor,2012-10-30 06:27:35.863,dbfs:/mnt/adl/source-data/Snapshot/J1/MAJOR_MINOR_DEF/MAJOR_MINOR_DEF_202510230807.json.gz,2025-10-22 19:00:00.000
PBCOR,Post Bacc Teacher Prep,,N,M,,2012-06-30 19:00:00.000,N,,Y,N,,152138,N,N,N,N,N,7472787487,tculberson,w_def_major_minor,2013-10-05 14:56:02.833,dbfs:/mnt/adl/source-data/Snapshot/J1/MAJOR_MINOR_DEF/MAJOR_MINOR_DEF_202510230807.json.gz,2025-10-22 19:00:00.000
PEEDU,Physical Education and Health(All Levels),131314,Y,M,,,N,,Y,N,E,152139,N,N,N,N,N,7472787488,lklander,w_def_major_minor,2016-05-19 07:29:44.930,dbfs:/mnt/adl/source-data/Snapshot/J1/MAJOR_MINOR_DEF/MAJOR_MINOR_DEF_202510230807.json.gz,2025-10-22 19:00:00.000
PEEL,Physical Education Elementary,,N,B,,2010-10-14 19:00:00.000,N,,Y,N,,152140,N,N,N,N,N,7472787489,tculberson,w_def_major_minor,2012-11-21 05:19:56.140,dbfs:/mnt/adl/source-data/Snapshot/J1/MAJOR_MINOR_DEF/MAJOR_MINOR_DEF_202510230807.json.gz,2025-10-22 19:00:00.000
PESE,Physical Education Secondary,,N,M,,2010-10-14 19:00:00.000,N,,Y,N,,152141,N,N,N,N,N,7472787490,DTENNISON,w_def_major_minor,2016-09-09 06:41:48.033,dbfs:/mnt/adl/source-data/Snapshot/J1/MAJOR_MINOR_DEF/MAJOR_MINOR_DEF_202510230807.json.gz,2025-10-22 19:00:00.000
PHILO,Philosophy Minor,,N,N,,2010-10-14 19:00:00.000,N,,Y,N,,152142,N,N,N,N,N,7472787491,LESTES,w_def_major_minor,2012-10-24 05:46:49.380,dbfs:/mnt/adl/source-data/Snapshot/J1/MAJOR_MINOR_DEF/MAJOR_MINOR_DEF_202510230807.json.gz,2025-10-22 19:00:00.000
PHYED,Physical Education (EC-12),,N,M,,2012-06-30 19:00:00.000,N,,Y,N,E,152143,N,N,N,N,N,7472787492,LESTES,w_def_major_minor,2012-10-30 06:27:35.863,dbfs:/mnt/adl/source-data/Snapshot/J1/MAJOR_MINOR_DEF/MAJOR_MINOR_DEF_202510230807.json.gz,2025-10-22 19:00:00.000
PHYS,Physics,,N,M,,2010-10-14 19:00:00.000,N,,Y,N,,152144,N,N,N,N,N,7472787493,LESTES,w_def_major_minor,2012-10-24 05:46:49.380,dbfs:/mnt/adl/source-data/Snapshot/J1/MAJOR_MINOR_DEF/MAJOR_MINOR_DEF_202510230807.json.gz,2025-10-22 19:00:00.000
PSY,Psychology Minor,,Y,N,,,N,,Y,N,,152145,N,N,N,N,N,7472787494,VVALENTINE,w_def_major_minor,2011-02-24 09:06:15.113,dbfs:/mnt/adl/source-data/Snapshot/J1/MAJOR_MINOR_DEF/MAJOR_MINOR_DEF_202510230807.json.gz,2025-10-22 19:00:00.000
RELG,Religion,380201,Y,M,,,N,,Y,N,SH,152146,N,N,N,N,N,7472787495,VVALENTINE,w_def_major_minor,2010-10-15 07:45:18.016,dbfs:/mnt/adl/source-data/Snapshot/J1/MAJOR_MINOR_DEF/MAJOR_MINOR_DEF_202510230807.json.gz,2025-10-22 19:00:00.000
RELI,Church Leadership Administration,,N,M,,2010-09-11 19:00:00.000,N,,Y,N,,152147,N,N,N,N,N,7472787496,LESTES,w_def_major_minor,2012-10-24 05:46:49.380,dbfs:/mnt/adl/source-data/Snapshot/J1/MAJOR_MINOR_DEF/MAJOR_MINOR_DEF_202510230807.json.gz,2025-10-22 19:00:00.000
RELMN,Religion Minor,,Y,N,,,N,,Y,N,SH,152148,N,N,N,N,N,7472787497,LESTES,w_def_major_minor,2012-10-24 05:49:02.516,dbfs:/mnt/adl/source-data/Snapshot/J1/MAJOR_MINOR_DEF/MAJOR_MINOR_DEF_202510230807.json.gz,2025-10-22 19:00:00.000
RELPH,Religion and Philosophy,,N,M,,2010-09-11 19:00:00.000,N,,Y,N,SH,152149,N,N,N,N,N,7472787498,LESTES,w_def_major_minor,2012-10-30 06:27:35.863,dbfs:/mnt/adl/source-data/Snapshot/J1/MAJOR_MINOR_DEF/MAJOR_MINOR_DEF_202510230807.json.gz,2025-10-22 19:00:00.000
SEBIO,Secondary Education:Biology,131322,Y,M,,2010-10-19 19:00:00.000,N,,Y,N,E,152150,N,N,N,N,N,7472787499,LESTES,w_def_major_minor,2011-10-06 09:48:44.463,dbfs:/mnt/adl/source-data/Snapshot/J1/MAJOR_MINOR_DEF/MAJOR_MINOR_DEF_202510230807.json.gz,2025-10-22 19:00:00.000
SECED,Secondary Education,131205,Y,M,,,N,,Y,N,E,152151,N,N,N,N,N,7472787500,lklander,w_def_major_minor,2017-04-20 12:31:12.486,dbfs:/mnt/adl/source-data/Snapshot/J1/MAJOR_MINOR_DEF/MAJOR_MINOR_DEF_202510230807.json.gz,2025-10-22 19:00:00.000
SECLS,Secondary Education:Life Science (8-12),131322,Y,M,,2020-07-31 19:00:00.000,N,,Y,N,E,152152,N,N,N,N,N,7654328629,GMITCHELL,w_def_major_minor,2024-06-07 07:35:22.883,dbfs:/mnt/adl/source-data/Snapshot/J1/MAJOR_MINOR_DEF/MAJOR_MINOR_DEF_202510230807.json.gz,2025-10-22 19:00:00.000
SECMU,Secondary Education: Music,,N,M,,2010-09-11 19:00:00.000,N,,Y,N,E,152153,N,N,N,N,N,7472787502,LESTES,w_def_major_minor,2012-10-30 06:27:35.863,dbfs:/mnt/adl/source-data/Snapshot/J1/MAJOR_MINOR_DEF/MAJOR_MINOR_DEF_202510230807.json.gz,2025-10-22 19:00:00.000
SECPE,Secondary Education:Physical Education,131314,Y,M,,,N,,Y,N,E,152154,N,N,N,N,N,7472787503,tculberson,w_def_major_minor,2014-09-25 09:11:32.126,dbfs:/mnt/adl/source-data/Snapshot/J1/MAJOR_MINOR_DEF/MAJOR_MINOR_DEF_202510230807.json.gz,2025-10-22 19:00:00.000
SECSP,Spanish Education (All levels),131330,Y,M,,2020-07-31 19:00:00.000,N,,Y,N,E,152155,N,N,N,N,N,7654329289,GMITCHELL,w_def_major_minor,2024-06-07 07:36:37.810,dbfs:/mnt/adl/source-data/Snapshot/J1/MAJOR_MINOR_DEF/MAJOR_MINOR_DEF_202510230807.json.gz,2025-10-22 19:00:00.000
SEELA,Secondary Education:English/Language Arts & Readin,131305,Y,M,,2020-07-31 19:00:00.000,N,,Y,N,E,152156,N,N,N,N,N,7654328630,GMITCHELL,w_def_major_minor,2024-06-07 07:35:22.883,dbfs:/mnt/adl/source-data/Snapshot/J1/MAJOR_MINOR_DEF/MAJOR_MINOR_DEF_202510230807.json.gz,2025-10-22 19:00:00.000
SEHIS,Secondary Education:History,131328,Y,M,,,N,,Y,N,E,152157,N,N,N,N,N,7472787506,VVALENTINE,w_def_major_minor,2010-10-15 07:45:18.016,dbfs:/mnt/adl/source-data/Snapshot/J1/MAJOR_MINOR_DEF/MAJOR_MINOR_DEF_202510230807.json.gz,2025-10-22 19:00:00.000
SEMTH,Secondary Education:Math,131311,Y,M,,,N,,Y,N,E,152158,N,N,N,N,N,7472787507,AHEIN,w_def_major_minor,2010-10-15 09:07:29.370,dbfs:/mnt/adl/source-data/Snapshot/J1/MAJOR_MINOR_DEF/MAJOR_MINOR_DEF_202510230807.json.gz,2025-10-22 19:00:00.000
SESPA,Secondary Education:Spanish,131330,N,M,,2020-07-31 19:00:00.000,N,,Y,N,E,152159,N,N,N,N,N,7654329274,GMITCHELL,w_def_major_minor,2024-06-07 07:36:05.950,dbfs:/mnt/adl/source-data/Snapshot/J1/MAJOR_MINOR_DEF/MAJOR_MINOR_DEF_202510230807.json.gz,2025-10-22 19:00:00.000
SOC,Sociology,451101,Y,M,,,N,,Y,N,SH,152160,N,N,N,N,N,7472787509,VVALENTINE,w_def_major_minor,2010-10-15 07:45:18.016,dbfs:/mnt/adl/source-data/Snapshot/J1/MAJOR_MINOR_DEF/MAJOR_MINOR_DEF_202510230807.json.gz,2025-10-22 19:00:00.000
SOCMN,Sociology Minor,451101,Y,N,,,N,,Y,N,AS,152161,N,N,N,N,N,7472787510,LSJUSTICE,w_def_major_minor,2011-02-24 04:17:25.743,dbfs:/mnt/adl/source-data/Snapshot/J1/MAJOR_MINOR_DEF/MAJOR_MINOR_DEF_202510230807.json.gz,2025-10-22 19:00:00.000
SOCSC,Social Science,,Y,M,,,N,,Y,N,,152162,N,N,N,N,N,7472787511,DTENNISON,w_def_major_minor,2014-03-03 05:36:41.206,dbfs:/mnt/adl/source-data/Snapshot/J1/MAJOR_MINOR_DEF/MAJOR_MINOR_DEF_202510230807.json.gz,2025-10-22 19:00:00.000
SOCWK,Social Work Minor,,Y,N,,,N,,Y,N,SH,152163,N,N,N,N,N,7472787512,LESTES,w_def_major_minor,2013-01-28 02:36:55.896,dbfs:/mnt/adl/source-data/Snapshot/J1/MAJOR_MINOR_DEF/MAJOR_MINOR_DEF_202510230807.json.gz,2025-10-22 19:00:00.000
SPA,Spanish,160905,Y,M,,2020-07-31 19:00:00.000,N,,Y,N,SH,152164,N,N,N,N,N,7654329290,GMITCHELL,w_def_major_minor,2024-06-07 07:36:37.810,dbfs:/mnt/adl/source-data/Snapshot/J1/MAJOR_MINOR_DEF/MAJOR_MINOR_DEF_202510230807.json.gz,2025-10-22 19:00:00.000
SPAMN,Spanish Minor,160905,Y,N,,,N,,Y,N,SH,152165,N,N,N,N,N,7472787514,VVALENTINE,w_def_major_minor,2010-12-15 09:11:56.126,dbfs:/mnt/adl/source-data/Snapshot/J1/MAJOR_MINOR_DEF/MAJOR_MINOR_DEF_202510230807.json.gz,2025-10-22 19:00:00.000
THTMN,Theater Minor,,N,N,,,N,,Y,N,SH,152166,N,N,N,N,N,7472787515,LESTES,w_def_major_minor,2012-10-24 05:46:49.380,dbfs:/mnt/adl/source-data/Snapshot/J1/MAJOR_MINOR_DEF/MAJOR_MINOR_DEF_202510230807.json.gz,2025-10-22 19:00:00.000
THTR,Theater,,N,N,,2010-12-14 18:00:00.000,N,,Y,N,SH,152167,N,N,N,N,N,7472787516,LESTES,w_def_major_minor,2012-10-24 05:46:49.380,dbfs:/mnt/adl/source-data/Snapshot/J1/MAJOR_MINOR_DEF/MAJOR_MINOR_DEF_202510230807.json.gz,2025-10-22 19:00:00.000
EDM,Middle Grades Education (4-8),131203,Y,M,,,N,BS,Y,N,E,341208,N,N,N,N,N,7472787517,lklander,w_def_major_minor,2016-01-26 05:31:20.933,dbfs:/mnt/adl/source-data/Snapshot/J1/MAJOR_MINOR_DEF/MAJOR_MINOR_DEF_202510230807.json.gz,2025-10-22 19:00:00.000
MUEMN,Music Education Minor,,Y,N,,,N,,Y,N,E,341225,N,N,N,N,N,7472787518,lklander,w_def_major_minor,2016-01-26 10:43:19.846,dbfs:/mnt/adl/source-data/Snapshot/J1/MAJOR_MINOR_DEF/MAJOR_MINOR_DEF_202510230807.json.gz,2025-10-22 19:00:00.000
LIB,Liberal Arts,300000,N,M,,,N,,Y,N,AS,429796,N,N,N,N,N,7472787519,DTENNISON,w_def_major_minor,2018-01-30 04:13:21.343,dbfs:/mnt/adl/source-data/Snapshot/J1/MAJOR_MINOR_DEF/MAJOR_MINOR_DEF_202510230807.json.gz,2025-10-22 19:00:00.000
CRJAO,Criminal Justice: Criminal Justice Administration,430103,Y,M,2018-07-18 19:00:00.000,,N,,Y,N,,503185,N,N,N,N,N,7472787520,tculberson,w_def_major_minor,2018-07-19 09:53:41.776,dbfs:/mnt/adl/source-data/Snapshot/J1/MAJOR_MINOR_DEF/MAJOR_MINOR_DEF_202510230807.json.gz,2025-10-22 19:00:00.000
BOMGO,Business Administration: Organizational Management,520206,Y,M,2018-07-18 19:00:00.000,,N,,Y,N,,503186,N,N,N,N,N,7472787521,tculberson,w_def_major_minor,2018-07-19 09:53:51.646,dbfs:/mnt/adl/source-data/Snapshot/J1/MAJOR_MINOR_DEF/MAJOR_MINOR_DEF_202510230807.json.gz,2025-10-22 19:00:00.000
INTDO,Interdisciplinary Studies,300000,Y,M,2018-07-18 19:00:00.000,,N,,Y,N,,503187,N,N,N,N,N,7472787522,tculberson,w_def_major_minor,2018-07-19 09:53:29.660,dbfs:/mnt/adl/source-data/Snapshot/J1/MAJOR_MINOR_DEF/MAJOR_MINOR_DEF_202510230807.json.gz,2025-10-22 19:00:00.000
FMTH,Film and Theatre,360117,Y,M,2019-07-18 19:00:00.000,,N,,Y,N,SH,622362,N,N,N,N,N,7472787523,GMITCHELL,w_def_major_minor,2019-07-24 04:45:13.296,dbfs:/mnt/adl/source-data/Snapshot/J1/MAJOR_MINOR_DEF/MAJOR_MINOR_DEF_202510230807.json.gz,2025-10-22 19:00:00.000
INTNP,Nate Parker Film & Theatre - Interdisciplinary Stu,300000,N,M,,,N,,Y,N,,755298,N,N,N,N,N,7472787524,stabi,w_def_major_minor,2021-07-14 06:04:10.720,dbfs:/mnt/adl/source-data/Snapshot/J1/MAJOR_MINOR_DEF/MAJOR_MINOR_DEF_202510230807.json.gz,2025-10-22 19:00:00.000
MBA,"Business Admin, Masters",520201,Y,M,2023-10-23 19:00:00.000,,N,MBA,Y,N,B,1406895,N,N,N,N,N,7540585217,tculberson,w_def_major_minor,2023-10-24 09:10:38.383,dbfs:/mnt/adl/source-data/Snapshot/J1/MAJOR_MINOR_DEF/MAJOR_MINOR_DEF_202510230807.json.gz,2025-10-22 19:00:00.000
MSCJ,"Criminal Justice, Masters",430107,Y,M,2023-10-23 19:00:00.000,,N,MS,Y,N,SH,1406898,N,N,N,N,N,7559770391,tculberson,w_def_major_minor,2023-12-13 06:11:01.770,dbfs:/mnt/adl/source-data/Snapshot/J1/MAJOR_MINOR_DEF/MAJOR_MINOR_DEF_202510230807.json.gz,2025-10-22 19:00:00.000
MAHE,"Higher Education Administration, Master",130406,Y,M,2023-10-23 19:00:00.000,,N,MA,Y,N,E,1406899,N,N,N,N,N,7540586132,tculberson,w_def_major_minor,2023-10-24 09:15:44.610,dbfs:/mnt/adl/source-data/Snapshot/J1/MAJOR_MINOR_DEF/MAJOR_MINOR_DEF_202510230807.json.gz,2025-10-22 19:00:00.000
